PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5633294;"Escuela infantil municipal La Rosa del Azafrán";"";"";"Educación de 0 a 3 años";"METRO: Tres Olivos BUS: 66, 137";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3670dde9b3b7210VgnVCM2000000c205a0aRCRD";"CUEVA DE MONTESINOS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28034";"VALVERDE";"FUENCARRAL-EL PARDO";"441678";"4483539";"40.50050331171224";"-3.68829881383211";"917 344 966";"";"eilarosadelazafran@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633382;"Escuela infantil municipal La Verbena de la Paloma";"";"";"Educación de 0 a 3 años";"METRO: Aluche BUS: 17, 117, 155";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=533f44dd9d3b7210VgnVCM2000000c205a0aRCRD";"FUERTE DE NAVIDAD";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"434972";"4470271";"40.380491665056326";"-3.7660767346972173";"685 08 22 40";"";"eilaverbenalapaloma@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633456;"Escuela infantil municipal La del Manojo de Rosas";"";"";"Educación de 0 a 3 años";"BUS: 4, 106, 140";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49e1ec1fe3b7210VgnVCM2000000c205a0aRCRD";"RAVENA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28032";"ARCOS";"SAN BLAS-CANILLEJAS";"447718";"4474367";"40.41827932953887";"-3.616265188601519";"685 082 224";"";"eiladelmanojoderosas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633393;"Escuela infantil municipal La del Soto del Parral";"";"";"Educación de 0 a 3 años";"BUS: 34, 35, 155, 139, 47";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=979344dd9d3b7210VgnVCM2000000c205a0aRCRD";"TROMPAS";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28054";"CUATRO VIENTOS";"LATINA";"434786";"4469328";"40.37197319564591";"-3.7681711768688495";"915 084 790";"";"eiladelsotodelparral@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5298904;"Escuela infantil municipal Las Amapolas";"";"";"";"METRO: San Francisco BUS: 47, 118, 121, 131, 155";"ENSEÑANZA: Educación infantil (Primer Ciclo).";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=367e5e391ae90210VgnVCM1000000b205a0aRCRD";"OBOLO";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28054";"BUENAVISTA";"CARABANCHEL";"437070";"4469157";"40.370623480071096";"-3.741251804918924";"915 115 338";"";"eilasamapolas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5299104;"Escuela infantil municipal Las Azaleas";"";"";"";"BUS: 4, 38, 48, 70, 109 METRO: García Noblejas";"ENSEÑANZA: Educación infantil (Primer Ciclo).";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34cb3ab7e0f90210VgnVCM1000000b205a0aRCRD";"PORTUGALETE";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28017";"PUEBLO NUEVO";"CIUDAD LINEAL";"446096";"4475250";"40.42613036374425";"-3.635469776500989";"914 402 088";"";"eilasazaleas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633460;"Escuela infantil municipal Las Leandras";"Educación de 0 a 3 años";"";"Horario ampliado - Comedor";"BUS: 77";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d29f1ec1fe3b7210VgnVCM2000000c205a0aRCRD";"DEYANIRA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28022";"REJAS";"SAN BLAS-CANILLEJAS";"449640";"4477120";"40.443198664211145";"-3.593829229968625";"635 831 634";"";"eilasleandras@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5252132;"Escuela infantil municipal Las Mercedes";"";"";"";"BUS: 77";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ebbdb969ed8f110VgnVCM1000000b205a0aRCRD";"SAMANIEGO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28022";"REJAS";"SAN BLAS-CANILLEJAS";"450779";"4477035";"40.442501078875445";"-3.5804043676101007";"917 470 878";"";"eilasmercedes@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
132987;"Escuela infantil municipal Las Nubes";"";"";"Horario ampliado. Comedor.";"METRO: Menéndez Pelayo  BUS: 24 , 37 , 54 , 57 , 102 , 141, 152";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96b66da0aa81c010VgnVCM1000000b205a0aRCRD";"ANTONIO NEBRIJA";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28007";"PACIFICO";"RETIRO";"441938";"4472786";"40.40365358728283";"-3.6842590892111273";"915 012 443";"";"eilasnubes@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
10957943;"Escuela infantil municipal Las Pléyades";"";"";"Horario ampliado. Comedor.";"BUS: 171, 174";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=947c36d08b9ea610VgnVCM2000001f4a900aRCRD";"SECUNDINO ZUAZO";"AVENIDA";"V";"34";"";"";"";"";"MADRID";"MADRID";"28055";"VALDEFUENTES";"HORTALEZA";"447428";"4482921";"40.49533034052694";"-3.62038557307297";"91 528 52 61   /   680 51 38 87";"";"eilaspleyades@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
132982;"Escuela infantil municipal Las Viñas";"";"";"Horario ampliado. Comedor. Planes de mejora.";"BUS: 160";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd66da0aa81c010VgnVCM1000000b205a0aRCRD";"ESTUDIO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28023";"ARAVACA";"MONCLOA-ARAVACA";"433385";"4479176";"40.460576198420775";"-3.7857037462052063";"913 078 175";"";"eilasvinas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633582;"Escuela infantil municipal Los Gavilanes";"";"";"Horario ampliado - Comedor";"METRO: Alvarado, Estrecho BUS: 3, 64, 66, 124, 128, 772";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c1d999a414b7210VgnVCM2000000c205a0aRCRD";"TIZIANO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440434";"4478062";"40.4510850477906";"-3.7024647767258325";"915 799 142";"";"eilosgavilanes@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
28784;"Escuela infantil municipal Los Juncos";"";"";"Horario ampliado. Comedor.";"BUS: 4 , 100 , 106 , 130";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a791059cb751c010VgnVCM2000000c205a0aRCRD";"JUVENTUD";"PLAZA";"V";"7";"";"";"";"";"MADRID";"MADRID";"28032";"AMBROZ";"VICALVARO";"448602";"4473344";"40.40912749404517";"-3.605774962043424";"913 719 837";"";"eilosjuncos@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5340;"Escuela infantil municipal Los Pinos";"";"";"Horario ampliado. Comedor.";"Bus: 59, 79 Metro: San Cristóbal";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a84e13db5b71c010VgnVCM1000000b205a0aRCRD";"ROCAFORT";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28021";"SAN CRISTOBAL";"VILLAVERDE";"441474";"4466069";"40.34123812234347";"-3.69037444346592";"917 984 611";"";"eilospinos@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633604;"Escuela infantil municipal Los sobrinos del Capitan Grant";"";"";"Horario ampliado - Comedor";"BUS: 58, 63, 145 METRO: La Gavia, Congosto";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8692999a414b7210VgnVCM2000000c205a0aRCRD";"LA GAVIA";"AVENIDA";"V";"22";"";"";"";"";"MADRID";"MADRID";"28051";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"448079";"4469404";"40.37360084784636";"-3.611617365195693";"913 852 400";"";"eisobrinoscapitang@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
187609;"Escuela infantil municipal Luis Bello";"";"";"";"METRO: Prosperidad BUS: 1, 9, 72, 73";"ENSEÑANZA: Educación Infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a48d2bec675e010VgnVCM1000000b205a0aRCRD";"JUAN BAUTISTA DE TOLEDO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28002";"PROSPERIDAD";"CHAMARTIN";"442845";"4477216";"40.443633085040005";"-3.6739692982111727";"914 132 979";"";"eiluisbello@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633425;"Escuela infantil municipal Luisa Fernanda";"";"";"Horario ampliado - Comedor";"BUS: 54, 58, 103, 142, 143";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbaa1ec1fe3b7210VgnVCM2000000c205a0aRCRD";"COCHERON DE LA VILLA";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28031";"PALOMERAS SURESTE";"PUENTE DE VALLECAS";"446016";"4470299";"40.38152351850743";"-3.635992893537739";"913 329 620";"";"eiluisafernanda@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
11368108;"Escuela infantil municipal Margarita Salas";"";"";"";"BUS: 10, 56, 156 METRO. Conde de Casal. Pacífico.";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=647fa8d65f0d8710VgnVCM2000001f4a900aRCRD";"CAVANILLES";"CALLE";"V";"58";"";"";"";"";"MADRID";"MADRID";"28007";"PACIFICO";"RETIRO";"442901";"4472858";"40.40438324670531";"-3.6729005068427316";"623 412 950";"";"eicavanilles@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
5633596;"Escuela infantil municipal Molinos de Viento";"";"";"Horario ampliado - Comedor";"METRO: Vicálvaro BUS: 4, 106, 100, 130";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7afe999a414b7210VgnVCM2000000c205a0aRCRD";"FUENTE DE ARRIBA";"CAMINO";"V";"4";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"448245";"4472690";"40.40321377463398";"-3.609917274177793";"917 753 905";"";"eimolinosdeviento@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
187607;"Escuela infantil municipal Osa Menor";"";"";"Horario ampliado Comedor";"METRO: Bilbao, Alonso Martínez, Tribunal BUS: 3, 21, 37, 40, 147, 149";"ENSEÑANZA: Educación Infantil (primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c328d2bec675e010VgnVCM1000000b205a0aRCRD";"MEJIA LEQUERICA";"CALLE";"NUM";"21";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440666";"4475502";"40.4280399538175";"-3.699501702258276";"914 472 234";"";"eiosamenor@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
11508438;"Escuela infantil municipal Parque de Ingenieros";"";"";"Horario ampliado. Comedor.";"Bus: 22, 76, 86, 130, 131. Metro: Villaverde Bajo Cruce. Renfe: Puente Alcocer";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=350a001964bcc710VgnVCM1000001d4a900aRCRD";"LA TABERNERA DEL PUERTO";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28041";"LOS ANGELES";"VILLAVERDE";"440206";"4467404";"40.355056165686676";"-3.704143611899768";"918 986 144";"";"eiparqueingenieros@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
88758;"Escuela infantil municipal Ruiz Jiménez";"";"";"Horario ampliado. Comedor.";"METRO: Diego de León BUS: 1 , 12 , 56 , 69 , 72 , 73 , 115";"ENSEÑANZA: Educación Infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7086def5ab41c010VgnVCM2000000c205a0aRCRD";"JOSE PICON";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"442973";"4476267";"40.435092812438825";"-3.672374874199507";"910 590 901";"";"eiruizjimenez@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
168220;"Escuela infantil municipal Tarabilla";"";"";"Horario ampliado. Comedor.";"BUS: 4 , 28 , 38 , 48 , 70 , 105";"ENSEÑANZA: Educación Infantil (Primer ciclo)  Curso 2014-2015: Dirección de la escuela infantil calle Albarracín número 31 (Distrito San Blas-Canillejas) Curso 2015-2016: calle Gandhi número 14 (Distrito Ciudad Lineal)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=615ce0e1f181c010VgnVCM1000000b205a0aRCRD";"GANDHI";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28017";"PUEBLO NUEVO";"CIUDAD LINEAL";"446245";"4475186";"40.42369169272075";"-3.6349635101992215";"913 047 164";"913 047 164";"eilatarabilla@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"; 
4552561;"Escuela infantil municipal VeoVeo";"";"";"Horario ampliado - Comedor";"BUS: 11, 53, 122";"ENSEÑANZA: Educación Infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8893f0d5edbb1110VgnVCM1000000b205a0aRCRD";"CONDESA DE VENADITO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28027";"SAN PASCUAL";"CIUDAD LINEAL";"444425";"4477257";"40.44410961610912";"-3.6553313008969353";"910 596 679";"";"eiveoveo@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas";
